extra_producto|extra_producto|0|producto_extra|0°1432°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|1426.0|0|0|0|0|0|
malboro suelto|malboro suelto|0|malboro|0°192°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|180|0|0|0|0|0|
dulceria|dulceria|0|dulceria|0°119.5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|116.5|0|0|0|0|0|
recargas|recargas|0|recargas|0°200°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|100|0|0|0|0|0|
cigarro|cigarro_suelto|0|cigarro_suelto|0°102°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|90|0|0|0|0|0|
7501064112546|modelo especial lata 355ml|0|corona|0°28°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|26|0|0|0|0|0|
camel suelto|camel suelto|0|camel|0°34°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|22|0|0|0|0|0|
7501055328345|coca 400ml|0|coca cola|0°21°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|20|0|0|0|0|0|
75007614|coca-cola 600ml|0|coca cola|0°21°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|20|0|0|0|0|0|
7501064191886|modelo especial laton 473ml|0|corona|0°17°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|16|0|0|0|0|0|
7503024416510|heineken 0|0|indio|0°18°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|16|0|0|0|0|0|
7501055304745|coca-cola 3lt|0|coca cola|0°11°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|10|0|0|0|0|0|
7501055310227|coca-cola retornable 2.5lt|0|coca cola|0°10°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|0|0|0|0|0|
7501030419037|mini gansito 24g|0|marinela|0°10°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|9|0|0|0|0|0|
7500810000465|takis fuego 70g|0|barcel|0°9°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|0|0|0|0|0|
7501049967062|sol clamato 473ml|0|indio|0°10°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|0|0|0|0|0|
link suelto|link suelto|0|link|0°16°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|0|0|0|0|0|
75001322|marlboro rojo 20|0|malboro|0°9°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|0|0|0|0|0|
7501055355310|coca 250ml|0|coca cola|0°9°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|8|0|0|0|0|0|
7503006897016|red cola 600ml|0|red cola|0°9°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|7|0|0|0|0|0|
7502252634116|cigarro link rojo 20'|0|link|0°9°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|7|0|0|0|0|0|
7503028412587|carta blanca 473ml|0|indio|0°13°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|7|0|0|0|0|0|
7501011143586|cheetos torciditos 52g|0|sabritas|0°7°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|6|0|0|0|0|0|
75067854|chesterfield 25´|0|malboro|0°8°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|6|0|0|0|0|0|
7501064199141|stella artois 330ml|0|corona|0°12°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|6|0|0|0|0|0|
7501058638083|carlos v normal|0|nestle|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
7501055305629|sprite 600ml|0|coca cola|0°8°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
7501011123588|doritos nacho 62g|0|sabritas|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
7501055300952|coca retornable 1.25Lts|0|coca cola|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
758104100422|agua bonafont 1L|0|bonafont|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
75021597|cigarro capsula mentolada 100 rojo - 20'|0|malboro|0°7°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
7501011143753|cheetos flamin hot|0|sabritas|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|5|0|0|0|0|0|
7501022009857|gatorade blue thonder 1L|0|pepsi|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
758104000159|agua bonafont 1.5Lts|0|bonafont|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7503027878896|craizi dipz|0|dulceria|0°7°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501011104099|rufles queso 52g|0|sabritas|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501772802777|kosako 600ml|0|peñafiel|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501071120077|squirt 2lt|0|peñafiel|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501056900151|paleta bubaloo fresa|0|mondelez|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7506192507714|amper blueberry 473ml|0|bonafont gatorade|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
041789001864|maruchan habanero 64g|0|casa vargas|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501011101456|sabritas sal  42g|0|sabritas|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501055302451|coca-cola 1lt|0|coca cola|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501295600126|leche entera santa clara 1l|0|santa clara|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501000651375|mamut 44g|0|gamesa|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
75043025|jumex 125ml mango|0|jumex|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501073830509|peñafiel natural 600ml|0|coca cola|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
758104001712|bonafont agua 600ml|0|bonafont|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
80050094|kinder maxi 21g|0|ferrero-kinder|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501032397951|danonino maxi fresa 336g|0|danone|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501055330812|del vallefrut 3lt|0|coca cola|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501055304691|delawr|0|marinela|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7503034672050|runers|0|barcel|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501064191909|victoria botella 1.2L|0|corona|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
603554054033|pulseras|0|salma|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|4|0|0|0|0|0|
7501000112784|nito 62g|0|bimbo dulce|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
032239052017|del valle|0|coca cola|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501011148963|paketaxo mezcladito 73g|0|sabritas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501011111028|rancheritos 60g|0|sabritas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
781159053849|sabro leche 1L|0|red cola|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
tortillas|tortillas|0|tortillas|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501055333851|del valle durazno 1lt|0|coca cola|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501011112254|fritos 62g|0|sabritas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501031345052|mirinda 600ml|0|pepsi|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7500478022144|cacahuates kakan|0|sabritas|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
032239052147|del valle manzana vidrio|0|coca cola|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7503023959117|camel doble capsula|0|camel|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501011101463|sabritas adobadas 42g|0|sabritas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
758104003549|levite 600ml piña coco|0|bonafont|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
75036553|serillos clasico|0|clasicos|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501030427209|barritas piña 67g|0|marinela galleta|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7500478005833|bombitos 150g|0|gamesa|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501055304721|ciel 1.5l|0|coca cola|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
8000500267035|kinder delice 39g|0|kinder|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501030463719|deliciosas chocochispas 230g|0|lara|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7500478028382|churrumais fuego|0|sabritas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
|ninguno|0|provedor|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
75002275|chocorroles piña 100g|-46|marinela|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501013101270|jumex durazno 500ml|0|casa vargas|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
8000500186930|ferrero 2|0|ferrero kinder|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
041789001918|maruchan pollo|0|casa vargas|0°5°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
6843481905006|encendedor econ,|0|charras|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
744607002691|new mix paloma 473ml|0|sabormex|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7503032991740|chocotorro 24g|0|marinela|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501059289253|chocolate crunch 9g|0|cruch|0°6°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7501064101205|corona mega 1.2L|0|corona|0°4°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|3|0|0|0|0|0|
7503032991894|chips fuego|0|barcel|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7501053670545|viña real kiwi|0|viña|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7501022013700|pepsi vidrio 500ml|0|pepsi|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7500464333834|vuala swich|0|marinela|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7500478007967|ruffles salsa roja 53g|0|sabritas|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7501031346608|mirinda 2lt|0|pepsi|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7501031305629|pepsi retornable 2.5 lt|0||0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
7502252634314|cigarro link blanco 20'|0|link|0°3°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°|2|0|0|0|0|0|
